"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"AM-20",2007,219,109,110,"EFH",3,940,5,120,1756,0,2,"günstig",5000,26.4,16869,48427.0345004043,1575
"X-30",2014,200,102,109,"STW",1,0,0,NA,2005,0,2,"günstig",5000,9.2,11356,2695393.46992841,1241
"T-40",2010,154,107,107,"STW",3,0,0,NA,1890,0,5,"hoch",771,6.6,57800,651619.911232498,937
"AH-33",2009,172,108,108,"STW",1,0,5,NA,2009,1,3,"mittel",5000,17,63141,1309150.79237148,1146
"F-21",2015,99,111,104,"EFH",1,970,5,120,1964,0,2,"günstig",5000,17.6,52023,2279146.42614848,1512
"AD-19",2014,230,109,110,"STW",1,0,2,NA,1986,0,3,"mittel",5000,21.6,79381,1730789.64222479,1602
"AH-33",2017,172,108,108,"EFH",11,560,3,100,1953,0,3,"mittel",5000,17,33369,975283.037045738,1146
"AB-21",2008,230,109,110,"STW",3,0,0,NA,2008,1,2,"günstig",5000,18.6,75490,1901896.507742,1528
"J-36",2009,242,104,111,"STW",1,0,0,NA,1973,0,4,"gehoben",5000,5.6,14190,376616.866986151,241
"K-39",2007,14,105,101,"EFH",1,320,5,210,1981,0,4,"gehoben",4833,6.8,17945,1903774.43950356,965
"U-42",2015,151,107,107,"STW",1,0,6,NA,1975,0,5,"hoch",267,9.4,30202,2493591.54298913,151
"AD-37",2014,198,108,109,"EFH",1,600,7,150,1942,0,3,"mittel",5000,13.4,33847,28777.6443519397,1032
"W-1",2012,27,110,102,"STW",1,0,3,NA,2008,0,2,"günstig",5000,36.4,7597,1258461.62124968,663
"N-36",2010,261,101,112,"STW",3,0,0,NA,1926,0,4,"gehoben",1561,2.2,73119,325777.672232827,1050
"O-19",2008,53,111,103,"STW",11,0,0,NA,2008,1,2,"günstig",5000,16.6,65598,452501.570430119,1590
"AE-20",2010,230,109,110,"MFH",11,890,NA,NA,1951,0,3,"mittel",5000,20.8,41982,1042392.14511507,1567
"I-42",2010,5,105,101,"Land",1,220,NA,NA,NA,NA,3,"mittel",5000,10.4,2516,42.5113755560014,869
"AT-40",2012,114,108,105,"MFH",1,600,NA,NA,2012,1,1,"sehr günstig",5000,28.6,27868,1223295.9613424,959
"AC-32",2008,199,102,109,"STW",3,0,0,NA,2008,1,3,"mittel",5000,12.4,57882,202282.762118382,1180
"AP-43",2013,117,108,105,"EFH",1,310,4,160,1992,0,3,"mittel",5000,25.8,66392,1453526.64014394,862
"K-38",2013,14,105,101,"EFH",1,410,6,200,NA,NA,3,"mittel",4515,6,66914,2627696.03496045,996
"X-19",2013,224,109,110,"EFH",1,300,5,140,2013,1,2,"günstig",5000,18.6,37936,1965644.67665856,1596
"AF-21",2012,230,109,110,"STW",1,0,5,NA,1971,0,3,"mittel",5000,21.2,41567,1752185.4460577,1532
"X-20",2012,224,109,110,"EFH",1,310,4,150,1965,0,2,"günstig",5000,17.6,49540,331403.506734991,1560
"R-27",2017,62,102,103,"STW",1,0,0,NA,2017,1,4,"gehoben",5000,8.6,60173,459759.916363633,1316
"Z-13",2009,32,110,102,"EFH",1,1030,6,140,1991,0,2,"günstig",5000,25.4,56145,523067.40753632,1743
"Z-45",2007,156,107,107,"EFH",1,730,4,170,2001,0,5,"hoch",721,14.4,26065,350336.153393378,788
"AB-15",2013,31,110,102,"STW",3,0,5,NA,1992,0,1,"sehr günstig",5000,24.2,44431,777020.133618964,532
"J-48",2015,9,105,101,"STW",3,0,2,NA,2015,1,2,"günstig",5000,15.2,70100,2856602.72787244,718
"M-20",2009,60,111,103,"STW",1,0,4,NA,2001,0,1,"sehr günstig",5000,15.6,32362,1016816.65600662,1551
"H-32",2016,247,104,111,"STW",3,0,4,NA,2016,1,2,"günstig",5000,8,47522,448164.351192769,1163
"H-23",2009,86,111,104,"EFH",1,700,5,160,2004,0,2,"günstig",5000,14.8,62095,1748100.14832823,1438
"S-26",2009,62,102,103,"EFH",1,700,6,120,1951,0,4,"gehoben",5000,9.4,76696,62705.9518523747,1349
"AP-38",2008,111,108,105,"Land",3,20,NA,NA,NA,NA,2,"günstig",5000,24.6,1570,387.656407221104,1014
"AB-31",2008,199,102,109,"EFH",1,760,5,120,1989,0,3,"mittel",5000,12,17832,517518.041661242,330
"L-34",2017,261,101,112,"MFH",11,470,NA,NA,1939,0,4,"gehoben",3847,3.8,44666,2831657.40464139,1093
"AL-17",2015,298,109,110,"Land",3,2140,NA,NA,1969,0,1,"sehr günstig",5000,28.2,7412,1081.87102039484,1670
"Q-21",2015,51,111,103,"Land",3,1460,NA,NA,1961,0,3,"mittel",5000,14.4,7443,1184.02636336477,1519
"AB-52",2013,138,106,106,"EFH",3,160,4,150,1998,0,2,"günstig",1788,21.6,9898,1382266.86500013,679
"AO-37",2016,111,108,105,"EFH",1,490,5,130,1974,0,2,"günstig",5000,23.6,12548,471283.201763756,1036
"E-30",2009,243,104,111,"STW",3,0,0,NA,2009,1,2,"günstig",5000,11.2,76905,2482717.35433151,1228
"Q-33",2010,261,101,112,"STW",1,0,4,NA,1990,0,6,"sehr hoch",1917,1.8,51326,2156800.15798938,1132
"U-21",2012,56,111,103,"EFH",1,560,5,170,2000,0,3,"mittel",5000,15.2,30115,952836.400145199,1523
"V-43",2008,152,107,107,"MFH",11,870,NA,NA,1942,0,5,"hoch",601,10.4,28120,1088140.87584626,846
"J-36",2016,248,104,111,"EFH",1,880,7,190,1963,0,5,"hoch",5000,5.6,18317,1566925.58029399,241
"AD-13",2012,21,110,102,"EFH",6,700,6,160,1922,0,NA,NA,5000,27,80887,2098376.62399234,557
"L-34",2009,261,101,112,"EFH",11,1000,NA,NA,2012,1,4,"gehoben",3847,3.8,30589,344247.336430126,1093
"AG-32",2012,172,108,108,"STW",1,0,0,NA,2012,1,3,"mittel",5000,16.2,37237,1799208.00185704,1181
"K-37",2015,13,105,101,"STW",1,0,6,NA,1978,0,4,"gehoben",4318,5.4,12700,2469682.69282836,1026
"AD-36",2011,198,108,109,"STW",11,0,0,NA,2011,1,3,"mittel",5000,13.2,21692,2128087.44315058,1057
"P-19",2012,53,111,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,17,27813,1706964.39459699,1591
"Y-33",2008,197,102,109,"STW",3,0,0,NA,1991,0,3,"mittel",5000,8.6,29610,2826572.01780926,1139
"AB-42",2012,192,107,109,"STW",3,0,4,NA,2012,1,3,"mittel",4363,13.6,72656,2880687.45412957,880
"B-21",2010,91,111,104,"EFH",1,370,6,160,1994,0,3,"mittel",5000,19.8,59887,1374752.47155619,1508
"AO-45",2016,113,108,105,"Land",3,20,NA,NA,NA,NA,2,"günstig",3774,26,6998,2292.33712708985,798
"F-30",2017,244,104,111,"STW",1,0,0,NA,1962,0,4,"gehoben",5000,10.6,18113,864035.309281899,1229
"P-15",2007,55,111,103,"Land",3,510,NA,NA,NA,NA,2,"günstig",5000,21.4,526,1794.0007010079,524
"M-32",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",4087,3.8,13924,1057491.30381178,1166
"J-41",2016,3,105,101,"EFH",3,140,6,140,2017,1,3,"mittel",5000,8.6,68138,1337293.30874328,900
"Q-31",2014,261,101,112,"STW",3,0,3,NA,1952,0,4,"gehoben",3999,3.8,54968,1149190.42050594,1207
"AJ-17",2015,225,109,110,"STW",11,0,2,NA,1983,0,2,"günstig",5000,26.8,79364,2565992.08380922,1668
"P-19",2015,53,111,103,"STW",1,0,4,NA,2016,1,3,"mittel",5000,17,39214,1642643.50956969,1591
"S-17",2011,68,111,103,"MFH",11,3660,NA,NA,1985,0,2,"günstig",5000,18.8,18592,442165.157457814,1657
"AE-40",2012,196,108,109,"STW",11,0,4,NA,1976,0,2,"günstig",5000,15.2,37257,1654398.43495435,945
"AC-45",2014,155,107,107,"EFH",3,760,NA,NA,1932,0,4,"gehoben",1421,16.6,62483,1050922.15953313,791
"X-8",2017,35,110,102,"EFH",3,850,8,150,1947,0,2,"günstig",5000,29.8,45919,2169902.96488022,1814
"K-39",2016,3,105,101,"EFH",1,150,3,80,1980,0,3,"mittel",4833,6.8,80489,1911598.05337293,965
"AO-37",2009,111,108,105,"STW",1,0,0,NA,2009,1,2,"günstig",5000,23.6,49431,1587018.2615075,1036
"AH-48",2010,158,107,107,"STW",11,0,3,NA,2010,1,4,"gehoben",693,22,27602,2211380.22074674,734
"T-41",2011,154,107,107,"STW",11,0,4,NA,2007,0,5,"hoch",337,7.6,45365,1902581.39343618,164
"AA-34",2012,194,102,109,"STW",11,0,0,NA,1974,0,2,"günstig",5000,10.4,39919,1689346.99086507,1104
"AL-27",2014,231,109,110,"STW",11,0,2,NA,1840,0,1,"sehr günstig",5000,22.2,59303,2006584.35936866,401
"D-29",2008,246,104,111,"STW",1,0,4,NA,2009,1,4,"gehoben",5000,12.8,78876,1727081.92750323,353
"AI-24",2015,230,109,110,"Land",1,1300,NA,NA,NA,NA,3,"mittel",5000,21,6814,1764.43813579762,1424
"AI-23",2014,230,109,110,"EFH",1,680,5,200,2014,1,3,"mittel",5000,21.6,80187,824130.884468672,1463
"AL-39",2015,121,108,105,"STW",1,0,0,NA,1985,0,3,"mittel",5000,21,67995,1242527.13769383,980
"AC-36",2017,198,108,109,"EFH",11,180,5,150,2007,0,3,"mittel",5000,12.4,45107,2496063.2587556,1056
"AA-27",2017,176,109,108,"EFH",3,280,4,140,1979,0,2,"günstig",5000,13,62495,2297589.46408087,1323
"I-34",2013,248,104,111,"MFH",1,1210,NA,220,1959,0,5,"hoch",5000,6.4,17208,170966.441201861,291
"N-24",2009,92,111,104,"STW",1,0,0,NA,1928,0,3,"mittel",5000,11.8,38085,756894.923470682,1409
"K-38",2015,14,105,101,"STW",1,0,5,NA,2015,1,3,"mittel",4515,6,31485,2243352.76951815,996
"N-33",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",3084,2.6,82645,657266.766837682,1129
"S-35",2015,261,101,112,"STW",1,0,0,NA,2015,1,5,"hoch",1906,3,48166,1447804.91100135,1074
"AH-24",2010,230,109,110,"EFH",1,790,5,190,2010,1,2,"günstig",5000,20.4,59267,1917782.73145459,1423
"AI-24",2013,230,109,110,"Land",1,910,NA,NA,NA,NA,3,"mittel",5000,21,4841,2031.28668563254,1424
"K-38",2009,14,105,101,"STW",1,0,0,NA,2005,0,4,"gehoben",4515,6,42287,617609.28062303,996
"X-39",2010,160,107,107,"EFH",1,1890,8,350,1982,0,6,"sehr hoch",4508,8.8,47791,775393.846110208,972
"AN-41",2015,117,108,105,"EFH",1,830,7,170,1977,0,3,"mittel",5000,23.4,19654,802013.820751221,921
"T-31",2013,69,102,103,"STW",2,0,0,NA,2013,1,3,"mittel",5000,5.6,40710,2864443.42400692,327
"X-47",2011,142,106,106,"STW",11,0,4,NA,1974,0,4,"gehoben",216,15,36900,540102.13422752,67
"Y-47",2012,142,106,106,"STW",11,0,0,NA,2012,1,4,"gehoben",278,16,51424,1529806.04796996,68
"X-20",2015,224,109,110,"STW",3,0,0,NA,2011,0,2,"günstig",5000,17.6,50522,2543493.51640372,1560
"AC-52",2013,138,106,106,"STW",1,0,2,NA,2013,1,4,"gehoben",1382,22.6,41453,1564321.13965752,20
"AW-36",2012,114,108,105,"MFH",6,14280,NA,NA,1835,0,NA,NA,5000,30.8,47711,1378163.93049539,1064
"S-26",2007,62,102,103,"STW",1,0,4,NA,1972,0,4,"gehoben",5000,9.4,16962,1195690.32254501,1349
"AJ-30",2014,178,108,108,"STW",1,0,4,NA,2014,1,3,"mittel",5000,19.4,76828,2254898.27164018,1250
"I-34",2008,248,104,111,"STW",3,0,3,NA,2008,1,4,"gehoben",5000,6.4,24184,993908.06744725,291
"K-38",2013,14,105,101,"EFH",1,370,5,200,NA,NA,3,"mittel",4515,6,18341,623941.384379286,996
"Y-27",2011,64,102,103,"STW",11,0,5,NA,1983,0,3,"mittel",5000,11.6,22817,1701859.80593006,397
"S-28",2011,66,102,103,"STW",3,0,4,NA,2011,1,4,"gehoben",5000,7.4,52873,1700995.3308769,1285
"O-32",2008,261,101,112,"STW",11,0,4,NA,1910,0,4,"gehoben",3101,2.6,11432,322825.61518345,1168
"AF-48",2008,158,107,107,"STW",2,0,0,NA,1952,0,4,"gehoben",599,20.6,25801,1599489.8200389,733
"AH-19",2016,230,109,110,"EFH",1,420,6,150,1972,0,2,"günstig",5000,24,80428,634051.740180934,1606
"J-21",2016,88,111,104,"EFH",1,540,5,120,2005,0,4,"gehoben",5000,15.8,56492,587567.050157348,1516
"K-33",2009,261,101,112,"EFH",1,270,5,130,1947,0,5,"hoch",4912,4.8,16639,2184593.59694668,1126
"AO-45",2011,113,108,105,"STW",1,0,4,NA,2011,1,2,"günstig",3774,26,60827,816333.80118676,798
"O-40",2011,131,106,106,"STW",1,0,0,NA,1974,0,4,"gehoben",1977,6,18624,2859533.03192125,935
"AE-45",2011,157,107,107,"EFH",1,500,4,130,1984,0,2,"günstig",2414,18.2,40859,213206.075208145,793
"Q-18",2016,53,111,103,"STW",1,0,4,NA,2014,1,4,"gehoben",5000,17.6,82749,1948099.4640037,1626
"AE-30",2016,296,109,108,"EFH",3,690,5,90,1838,0,2,"günstig",5000,14.8,67569,292684.044990921,1245
"N-13",2010,55,111,103,"EFH",1,330,6,190,2010,1,2,"günstig",5000,23.6,68743,2258883.88534368,1736
"F-32",2011,243,104,111,"STW",11,0,4,NA,2006,0,2,"günstig",5000,9.8,63569,2807369.58380055,1161
"Y-7",2007,35,110,102,"Land",1,960,NA,NA,NA,NA,2,"günstig",5000,30.6,425,323.443944992614,1827
"U-41",2013,151,107,107,"STW",1,0,4,NA,1973,0,5,"hoch",739,8.6,77871,1317947.60229916,905
"AD-38",2017,198,108,109,"EFH",1,440,5,160,1999,0,3,"mittel",5000,13.6,9121,1567451.61698526,1006
"AF-22",2007,230,109,110,"STW",1,0,0,NA,2007,1,3,"mittel",5000,20.4,54859,2026422.69012425,1496
"P-20",2007,53,111,103,"EFH",3,90,6,160,1640,0,3,"mittel",5000,16,14837,61880.1409628941,1554
"U-30",2015,69,102,103,"STW",3,0,4,NA,1964,0,2,"günstig",5000,6.6,79250,2707401.53478784,1239
"M-33",2008,261,101,112,"EFH",1,150,4,90,1939,0,4,"gehoben",3342,3,23229,802923.205540283,1128
"T-40",2013,154,107,107,"STW",1,0,5,NA,1971,0,6,"sehr hoch",771,6.6,27096,733716.729837004,937
"P-33",2010,261,101,112,"STW",3,0,0,NA,2010,1,4,"gehoben",2367,2,18541,121567.696232582,1131
"AO-41",2010,117,108,105,"EFH",3,300,5,140,2002,0,2,"günstig",5000,24.4,68210,726847.949638497,922
"N-41",2012,131,106,106,"EFH",1,490,5,240,1996,0,4,"gehoben",3047,6.8,29056,666491.573406616,161
"T-26",2017,62,102,103,"EFH",11,420,NA,NA,1994,0,3,"mittel",5000,10.2,8422,2604050.63159869,1350
"V-33",2012,191,102,109,"EFH",11,550,4,120,1856,0,3,"mittel",5000,6,60560,2702365.05239957,1136
"AG-19",2012,230,109,110,"STW",1,0,4,NA,2012,1,2,"günstig",5000,23,75232,2974195.70281974,1605
"M-48",2015,12,105,101,"Land",1,800,NA,NA,2016,1,3,"mittel",5000,14.8,7369,1857.18759599817,721
"AH-15",2012,216,109,110,"EFH",1,890,5,110,1960,0,3,"mittel",5000,27.2,56356,416003.127895296,1710
"P-19",2007,53,111,103,"STW",1,0,4,NA,1995,0,3,"mittel",5000,17,16708,2123005.95325383,1591
"P-19",2016,53,111,103,"STW",3,0,4,NA,2002,0,3,"mittel",5000,17,67938,1498298.27857984,1591
"R-34",2014,261,101,112,"STW",1,0,4,NA,1963,0,6,"sehr hoch",2020,2.2,31176,1877462.73130702,1099
"P-19",2013,53,111,103,"STW",1,0,5,NA,2013,1,3,"mittel",5000,17,39224,93304.9035343574,1591
"M-24",2012,90,111,104,"EFH",1,320,6,140,2012,1,2,"günstig",5000,11.4,40317,2434294.59124047,1408
"T-36",2007,261,101,112,"STW",1,0,3,NA,1977,0,5,"hoch",2322,4,19844,2875572.63426133,1053
"T-27",2016,62,102,103,"STW",11,0,3,NA,2016,1,4,"gehoben",5000,9.2,77785,2380494.57412667,1318
"Q-33",2015,261,101,112,"STW",1,0,3,NA,1972,0,6,"sehr hoch",1917,1.8,13297,2147184.95042832,1132
"AM-38",2010,121,108,105,"EFH",1,410,6,100,2002,0,3,"mittel",5000,21.8,82852,1950570.08681248,1011
"Q-33",2016,261,101,112,"STW",1,0,0,NA,2014,1,6,"sehr hoch",1917,1.8,46151,927685.35783526,1132
"S-44",2016,137,106,106,"STW",3,0,2,NA,1993,0,4,"gehoben",506,10.8,11513,872924.350870424,120
"I-21",2016,101,111,104,"Land",3,700,NA,NA,1963,0,2,"günstig",5000,15.8,7509,985.784603955108,1515
"Y-48",2012,142,106,106,"EFH",1,810,7,240,1979,0,4,"gehoben",895,17,47347,994108.467698214,732
"X-20",2016,224,109,110,"EFH",3,3380,NA,NA,1830,0,2,"günstig",5000,17.6,34152,35373.2947749086,1560
"X-35",2013,193,102,109,"EFH",1,250,5,140,1979,0,3,"mittel",5000,7.6,48585,2296357.90609568,1077
"Y-33",2007,197,102,109,"STW",11,0,4,NA,1972,0,2,"günstig",5000,8.6,64026,1775541.65630869,1139
"M-15",2007,58,111,103,"EFH",1,940,NA,NA,1908,0,2,"günstig",5000,21,25196,793101.46948311,1698
"O-39",2010,131,106,106,"STW",11,0,4,NA,NA,NA,3,"mittel",1547,5,15937,2996977.61793295,187
"AJ-39",2007,121,108,105,"STW",1,0,0,NA,1982,0,3,"mittel",5000,19.2,17423,1670536.07804282,978
"U-31",2016,191,102,109,"STW",3,0,0,NA,2016,1,3,"mittel",5000,6,26092,1971577.27260597,328
"I-24",2007,86,111,104,"STW",1,0,5,NA,2007,1,3,"mittel",5000,12.8,81950,2932248.79849784,1404
"H-32",2012,247,104,111,"STW",3,0,0,NA,2012,1,2,"günstig",5000,8,73785,1585322.75800139,1163
"S-17",2007,57,111,103,"Land",1,230,NA,NA,NA,NA,2,"günstig",5000,18.8,117,1543.18377108092,1657
"Q-30",2008,261,101,112,"STW",11,0,3,NA,1995,0,4,"gehoben",5000,4.8,54574,1627537.48933354,1237
"Z-34",2013,197,102,109,"EFH",1,380,5,380,1990,0,3,"mittel",5000,9.4,52446,2318955.23916336,296
"AC-51",2015,138,106,106,"EFH",1,440,5,110,1978,0,4,"gehoben",738,21.6,64213,1451114.31353295,687
"K-33",2013,261,101,112,"STW",11,0,0,NA,1948,0,4,"gehoben",4912,4.8,71665,879960.071450565,1126
"AC-21",2014,230,109,110,"STW",1,0,0,NA,2014,1,3,"mittel",5000,18.8,33136,357150.509187952,1529
"AC-37",2014,198,108,109,"EFH",1,310,5,190,1996,0,3,"mittel",5000,12.6,29994,2118867.56152578,1031
"P-33",2015,261,101,112,"MFH",3,300,NA,NA,1926,0,5,"hoch",2367,2,8108,2991580.36802243,1131
"AB-20",2014,230,109,110,"STW",11,0,3,NA,1998,0,3,"mittel",5000,19.6,27991,1079123.08593793,1564
"L-38",2011,13,105,101,"EFH",1,1380,5,150,1958,0,4,"gehoben",3488,5,26322,1386451.46544254,997
"AE-47",2014,158,107,107,"STW",1,0,0,NA,2014,1,4,"gehoben",744,19.6,20592,1264940.81127003,750
"M-13",2011,55,111,103,"EFH",1,630,4,130,2010,1,2,"günstig",5000,23.2,18181,79763.3247664198,1735
"AE-9",2016,37,110,102,"EFH",3,980,8,200,2000,0,2,"günstig",5000,30.6,42064,526414.818456979,1810
"X-20",2014,224,109,110,"Land",1,1210,NA,NA,NA,NA,2,"günstig",5000,17.6,6367,613.861458893982,1560
"AK-45",2013,112,108,105,"EFH",1,1100,7,260,1971,0,2,"günstig",2752,22.8,52907,761447.901633335,794
"W-27",2012,52,102,103,"STW",3,0,3,NA,2012,1,3,"mittel",5000,10.4,79238,1958398.84421753,1321
"E-21",2017,99,111,104,"STW",3,0,4,NA,1944,0,2,"günstig",5000,17.6,48454,2768051.55278253,1511
"AN-41",2017,117,108,105,"STW",3,0,0,NA,2017,1,2,"günstig",5000,23.4,35220,2952230.89683708,921
"Z-34",2009,197,102,109,"EFH",1,500,5,120,2007,1,3,"mittel",5000,9.4,23456,909323.605924263,296
"W-19",2010,224,109,110,"STW",3,0,0,NA,2010,1,1,"sehr günstig",5000,17.8,58365,2807419.51695154,479
"M-29",2010,261,101,112,"STW",3,0,0,NA,2010,1,4,"gehoben",5000,6.4,62318,885981.182304327,1260
"V-43",2010,152,107,107,"STW",11,0,4,NA,1982,0,5,"hoch",601,10.4,7714,94077.4158012355,846
"I-30",2014,249,104,111,"STW",3,0,0,NA,2014,1,3,"mittel",5000,8,76282,969315.726946574,1232
"W-3",2015,34,110,102,"Land",1,770,NA,NA,NA,NA,1,"sehr günstig",5000,34.4,6878,1335.97036692512,1852
"P-33",2013,261,101,112,"STW",3,0,0,NA,1908,0,5,"hoch",2367,2,9201,271229.656531126,1131
"Y-44",2012,156,107,107,"EFH",11,200,6,NA,1996,0,5,"hoch",924,13.4,61171,987282.446239027,818
"J-40",2011,3,105,101,"EFH",1,530,5,100,1957,0,2,"günstig",5000,7.8,44120,295829.964099685,932
"AU-44",2007,120,108,105,"MFH",1,1550,NA,NA,1968,0,2,"günstig",5000,30.8,73622,1520554.05503896,834
"K-34",2010,261,101,112,"STW",3,0,2,NA,1870,0,5,"hoch",4545,4.6,58405,447006.186188897,1092
"N-42",2013,131,106,106,"STW",1,0,0,NA,2012,1,4,"gehoben",3408,7.8,10488,1500766.83000685,147
"AL-39",2007,121,108,105,"STW",3,0,4,NA,2007,1,2,"günstig",5000,21,34363,2481080.10931092,980
"AG-20",2014,230,109,110,"EFH",1,960,6,250,1979,0,3,"mittel",5000,22.2,52791,2066376.67306082,1569
"C-26",2010,94,103,104,"Land",1,330,NA,NA,NA,NA,2,"günstig",5000,15,3410,821.953457859112,408
"AE-47",2011,158,107,107,"EFH",11,550,5,100,1780,0,4,"gehoben",744,19.6,37232,159407.560300082,750
"AK-38",2010,121,108,105,"STW",3,0,4,NA,NA,NA,2,"günstig",5000,20,52984,635789.697934641,1010
"AI-41",2012,115,108,105,"STW",11,0,0,NA,2012,1,2,"günstig",5000,19.2,65077,1609695.00545831,916
"AH-41",2007,115,108,105,"STW",11,0,3,NA,1973,0,2,"günstig",5000,18,81993,2352403.89467753,915
"AV-36",2010,114,108,105,"EFH",1,370,4,120,2007,0,1,"sehr günstig",5000,29.8,82522,1283883.24426452,1063
"AC-37",2014,198,108,109,"STW",3,0,0,NA,2014,1,3,"mittel",5000,12.6,35978,2728955.99417365,1031
"Y-39",2017,195,102,109,"MFH",11,2400,NA,NA,1968,0,4,"gehoben",4981,9.8,69116,2495843.30259345,191
"I-43",2010,2,105,101,"EFH",1,310,6,190,1994,0,3,"mittel",5000,11.2,60404,807885.039268062,838
"AA-14",2012,31,110,102,"EFH",1,470,6,170,2013,1,2,"günstig",5000,24.2,8133,1633987.99427797,1727
"AH-28",2014,180,109,108,"STW",3,0,0,NA,2005,0,2,"günstig",5000,18.4,62831,1355445.19322482,1297
"M-31",2017,261,101,112,"STW",11,0,0,NA,1947,0,5,"hoch",4925,4.6,63282,1522457.30291295,1203
"AO-32",2015,297,108,108,"STW",1,0,0,NA,1923,0,1,"sehr günstig",5000,23.4,50999,2514270.81493975,1189
"H-24",2011,86,111,104,"EFH",1,740,6,200,1988,0,3,"mittel",5000,13.8,53826,330540.999005665,1403
"AU-43",2016,120,108,105,"STW",3,0,0,NA,2010,0,1,"sehr günstig",5000,30.4,36222,2957840.73784156,867
"AA-28",2009,176,109,108,"STW",1,0,0,NA,2009,1,3,"mittel",5000,12.4,29942,1867792.93941404,1290
"U-37",2011,161,107,107,"STW",11,0,4,NA,NA,NA,5,"hoch",2539,5.6,42153,1787168.98010613,1029
"AI-32",2012,178,108,108,"STW",3,0,4,NA,1990,0,2,"günstig",5000,18,12089,2500922.50042176,1183
"AD-52",2008,138,106,106,"STW",1,0,4,NA,2008,1,4,"gehoben",358,22.6,70190,1891310.60291023,21
"O-20",2013,53,111,103,"STW",2,0,2,NA,2013,1,3,"mittel",5000,15.4,7903,2255977.80444962,1553
"S-37",2007,161,107,107,"STW",1,0,4,NA,1990,0,6,"sehr hoch",783,4,65405,2507645.43327433,223
"Z-12",2013,30,110,102,"STW",1,0,4,NA,2009,0,2,"günstig",5000,26.4,23643,2628333.08053506,1758
"N-35",2017,261,101,112,"STW",3,0,2,NA,1974,0,4,"gehoben",1728,1.8,41319,2513162.07606625,1071
"Q-35",2015,261,101,112,"STW",3,0,5,NA,1896,0,5,"hoch",463,1.2,56404,2430770.74971329,270
"X-37",2009,195,102,109,"STW",1,0,0,NA,2009,1,4,"gehoben",5000,7.8,18915,38778.81333197,227
"Z-18",2013,223,109,110,"Land",1,510,NA,NA,NA,NA,3,"mittel",5000,20.4,5059,2541.06630741048,1631
"AJ-21",2007,219,109,110,"STW",11,0,0,NA,2007,1,2,"günstig",5000,24,60620,432241.504668142,1536
"L-21",2011,60,111,103,"EFH",1,370,5,250,1998,0,1,"sehr günstig",5000,15.4,32355,332037.671510596,459
"Y-32",2012,191,102,109,"EFH",1,360,5,180,2000,0,3,"mittel",5000,8.8,69380,2474532.78717201,1176
"AK-35",2009,177,108,108,"Land",1,390,NA,NA,NA,NA,3,"mittel",5000,19.6,2053,2503.09018818475,1083
"AC-37",2013,198,108,109,"STW",3,0,0,NA,2013,1,3,"mittel",5000,12.6,37533,2796133.1526516,1031
"AN-38",2011,111,108,105,"EFH",6,2070,6,200,1850,0,NA,NA,5000,22.6,20536,1794225.56814668,1012
"V-32",2008,191,102,109,"STW",11,0,0,NA,1965,0,3,"mittel",5000,6.4,16032,2212574.21800157,1173
"AV-45",2014,120,108,105,"EFH",1,930,7,250,1980,0,2,"günstig",4616,31.8,58765,305864.402990905,805
"AJ-21",2015,219,109,110,"EFH",1,420,6,160,2004,0,2,"günstig",5000,24,48600,2094302.21114366,1536
"AE-40",2012,196,108,109,"STW",11,0,4,NA,1972,0,2,"günstig",5000,15.2,72032,2639918.10791777,945
"AI-28",2013,180,109,108,"EFH",1,370,5,120,2003,0,2,"günstig",5000,19,71236,2840501.34304399,1298
"C-25",2014,94,103,104,"STW",3,0,4,NA,2004,0,3,"mittel",5000,15.6,11783,2935598.91352849,419
"AA-32",2008,199,102,109,"STW",3,0,4,NA,2005,0,2,"günstig",5000,10.6,61959,1912627.6809664,1178
"AB-23",2015,230,109,110,"EFH",1,240,5,120,1992,0,3,"mittel",5000,17,61019,1088301.83464161,1456
"AA-24",2012,213,109,110,"EFH",1,440,6,200,2012,1,2,"günstig",5000,15.2,15477,416574.693781557,438
"O-39",2010,131,106,106,"STW",11,0,5,NA,2010,1,3,"mittel",1547,5,50089,639596.994020976,187
"J-36",2010,248,104,111,"Land",1,870,NA,NA,NA,NA,5,"hoch",5000,5.6,5478,1120.78799460712,241
"J-26",2012,96,103,104,"EFH",1,290,5,190,2013,1,3,"mittel",5000,11,17385,1407663.61048236,1342
"AA-34",2012,194,102,109,"STW",11,0,0,NA,1974,0,2,"günstig",5000,10.4,39929,2223195.21201274,1104
"X-34",2008,193,102,109,"Land",3,2380,NA,NA,NA,NA,3,"mittel",5000,7.6,5315,1197.10958990129,1103
"L-22",2007,89,111,104,"STW",1,0,5,NA,2007,1,2,"günstig",5000,14.4,52343,137571.749163792,450
"U-31",2015,191,102,109,"STW",3,0,0,NA,2015,1,3,"mittel",5000,6,26180,1808208.51814537,328
"AE-44",2017,157,107,107,"STW",11,0,3,NA,1996,0,2,"günstig",3359,17.4,34059,506261.577610625,821
